#LIBRARY    ENDF/B-VIII.0
#REACTION   O-16(N,TOT),SIG
#NUCLEUS    O-16
#MF         3
#MT         1
#E,eV        Sig,b        Interpolation
 8.05E+06    0.883927     Lin-Lin
 8.06E+06    0.90081      Lin-Lin
 8.07E+06    0.919136     Lin-Lin
 8.075E+06   0.928382     Lin-Lin
 8.08E+06    0.942543     Lin-Lin
 8.1E+06     0.999508     Lin-Lin
 8.12E+06    1.06044      Lin-Lin
 8.125E+06   1.07583      Lin-Lin
 8.13125E+06 1.09869      Lin-Lin
 8.135E+06   1.11254      Lin-Lin
 8.15E+06    1.16401      Lin-Lin
 8.16E+06    1.19286      Lin-Lin
 8.165E+06   1.20585      Lin-Lin
 8.17E+06    1.21885      Lin-Lin
 8.175E+06   1.2306       Lin-Lin
 8.175E+06   1.2306       Lin-Lin
 8.185E+06   1.25223      Lin-Lin
 8.19E+06    1.26294      Lin-Lin
 8.2E+06     1.28275      Lin-Lin
 8.215E+06   1.30927      Lin-Lin
 8.225E+06   1.32672      Lin-Lin
 8.225E+06   1.32672      Lin-Lin
 8.24E+06    1.34589      Lin-Lin
 8.25E+06    1.35434      Lin-Lin
 8.25E+06    1.35434      Lin-Lin
 8.26E+06    1.35922      Lin-Lin
 8.27E+06    1.36129      Lin-Lin
 8.275E+06   1.36125      Lin-Lin
 8.28E+06    1.35963      Lin-Lin
 8.29E+06    1.35666      Lin-Lin
 8.3E+06     1.35121      Lin-Lin
 8.3E+06     1.35121      Lin-Lin
 8.31E+06    1.34685      Lin-Lin
 8.32E+06    1.33957      Lin-Lin
 8.325E+06   1.33468      Lin-Lin
 8.325E+06   1.33468      Lin-Lin
 8.35E+06    1.30552      Lin-Lin
 8.37E+06    1.28266      Lin-Lin
 8.375E+06   1.27796      Lin-Lin
 8.38E+06    1.26928      Lin-Lin
 8.39E+06    1.25512      Lin-Lin
 8.395E+06   1.24922      Lin-Lin
 8.4E+06     1.24326      Lin-Lin
 8.41E+06    1.23437      Lin-Lin
 8.42E+06    1.22525      Lin-Lin
 8.425E+06   1.22046      Lin-Lin
 8.43E+06    1.21639      Lin-Lin
 8.45E+06    1.19904      Lin-Lin
 8.47E+06    1.17843      Lin-Lin
 8.475E+06   1.17337      Lin-Lin
 8.48E+06    1.16799      Lin-Lin
 8.49E+06    1.1575       Lin-Lin
 8.5E+06     1.14723      Lin-Lin
 8.505E+06   1.14246      Lin-Lin
 8.51E+06    1.13826      Lin-Lin
 8.51E+06    1.13826      Lin-Lin
 8.52E+06    1.13316      Lin-Lin
 8.525E+06   1.13114      Lin-Lin
 8.53E+06    1.12884      Lin-Lin
 8.54E+06    1.12656      Lin-Lin
 8.55E+06    1.12653      Lin-Lin
 8.5625E+06  1.12798      Lin-Lin
 8.575E+06   1.13264      Lin-Lin
 8.575E+06   1.13264      Lin-Lin
 8.585E+06   1.14083      Lin-Lin
 8.59E+06    1.14533      Lin-Lin
 8.6E+06     1.15718      Lin-Lin
 8.61E+06    1.1724       Lin-Lin
 8.615E+06   1.18109      Lin-Lin
 8.62E+06    1.18969      Lin-Lin
 8.625E+06   1.19924      Lin-Lin
 8.63E+06    1.20866      Lin-Lin
 8.635E+06   1.21781      Lin-Lin
 8.64E+06    1.22789      Lin-Lin
 8.65E+06    1.24763      Lin-Lin
 8.66E+06    1.26947      Lin-Lin
 8.67E+06    1.29098      Lin-Lin
 8.675E+06   1.30253      Lin-Lin
 8.68E+06    1.31447      Lin-Lin
 8.7E+06     1.36102      Lin-Lin
 8.71E+06    1.38317      Lin-Lin
 8.72E+06    1.40208      Lin-Lin
 8.725E+06   1.40959      Lin-Lin
 8.73E+06    1.41732      Lin-Lin
 8.74E+06    1.42832      Lin-Lin
 8.745E+06   1.43169      Lin-Lin
 8.75E+06    1.43411      Lin-Lin
 8.76E+06    1.43371      Lin-Lin
 8.77E+06    1.42831      Lin-Lin
 8.775E+06   1.42242      Lin-Lin
 8.78E+06    1.41587      Lin-Lin
 8.79E+06    1.39763      Lin-Lin
 8.8E+06     1.37628      Lin-Lin
 8.815E+06   1.34178      Lin-Lin
 8.82E+06    1.33039      Lin-Lin
 8.825E+06   1.32012      Lin-Lin
 8.83E+06    1.30887      Lin-Lin
 8.845E+06   1.27551      Lin-Lin
 8.85E+06    1.26448      Lin-Lin
 8.86E+06    1.24231      Lin-Lin
 8.87E+06    1.22034      Lin-Lin
 8.875E+06   1.20873      Lin-Lin
 8.89E+06    1.18061      Lin-Lin
 8.89E+06    1.18061      Lin-Lin
 8.9E+06     1.16146      Lin-Lin
 8.91E+06    1.14497      Lin-Lin
 8.92E+06    1.13633      Lin-Lin
 8.925E+06   1.13653      Lin-Lin
 8.95E+06    1.15154      Lin-Lin
 8.95E+06    1.15154      Lin-Lin
 8.96E+06    1.18054      Lin-Lin
 8.975E+06   1.18887      Lin-Lin
 8.975E+06   1.18887      Lin-Lin
 8.98E+06    1.19077      Lin-Lin
 8.99E+06    1.20257      Lin-Lin
 9E+06       1.22313      Lin-Lin
 9.0125E+06  1.24426      Lin-Lin
 9.02E+06    1.257        Lin-Lin
 9.025E+06   1.27455      Lin-Lin
 9.04E+06    1.33978      Lin-Lin
 9.05E+06    1.368        Lin-Lin
 9.06349E+06 1.32581      Lin-Lin
 9.075E+06   1.28979      Lin-Lin
 9.07969E+06 1.27261      Lin-Lin
 9.1E+06     1.24419      Lin-Lin
 9.125E+06   1.20476      Lin-Lin
 9.125E+06   1.20476      Lin-Lin
 9.14E+06    1.18183      Lin-Lin
 9.175E+06   1.13466      Lin-Lin
 9.18E+06    1.12875      Lin-Lin
 9.2E+06     1.1081       Lin-Lin
 9.225E+06   1.09599      Lin-Lin
 9.248E+06   1.09064      Lin-Lin
 9.274E+06   1.09148      Lin-Lin
 9.275E+06   1.09186      Lin-Lin
 9.3E+06     1.10216      Lin-Lin
 9.325E+06   1.13105      Lin-Lin
 9.35E+06    1.16524      Lin-Lin
 9.375E+06   1.19298      Lin-Lin
 9.4E+06     1.21107      Lin-Lin
 9.42362E+06 1.19826      Lin-Lin
 9.425E+06   1.19801      Lin-Lin
 9.425E+06   1.19801      Lin-Lin
 9.43138E+06 1.19629      Lin-Lin
 9.4315E+06  1.19624      Lin-Lin
 9.475E+06   1.1997       Lin-Lin
 9.5E+06     1.20132      Lin-Lin
 9.525E+06   1.203        Lin-Lin
 9.575E+06   1.20649      Lin-Lin
 9.58125E+06 1.20627      Lin-Lin
 9.6E+06     1.2078       Lin-Lin
 9.625E+06   1.21928      Lin-Lin
 9.65E+06    1.23465      Lin-Lin
 9.675E+06   1.25162      Lin-Lin
 9.675E+06   1.25162      Lin-Lin
 9.7E+06     1.27315      Lin-Lin
 9.725E+06   1.29136      Lin-Lin
 9.7625E+06  1.31256      Lin-Lin
 9.775E+06   1.31837      Lin-Lin
 9.8E+06     1.32248      Lin-Lin
 9.825E+06   1.31474      Lin-Lin
 9.83886E+06 1.30888      Lin-Lin
 9.8625E+06  1.2989       Lin-Lin
 9.875E+06   1.29304      Lin-Lin
 9.9E+06     1.28141      Lin-Lin
 9.925E+06   1.27512      Lin-Lin
 9.925E+06   1.27512      Lin-Lin
 9.95E+06    1.28128      Lin-Lin
 9.975E+06   1.29777      Lin-Lin
 1E+07       1.31478      Lin-Lin
 1.005E+07   1.3505       Lin-Lin
 1.01E+07    1.38642      Lin-Lin
 1.0122E+07  1.40019      Lin-Lin
 1.01411E+07 1.40949      Lin-Lin
 1.015E+07   1.41383      Lin-Lin
 1.01894E+07 1.4272       Lin-Lin
 1.019E+07   1.42739      Lin-Lin
 1.0202E+07  1.43011      Lin-Lin
 1.02445E+07 1.42455      Lin-Lin
 1.02445E+07 1.42455      Lin-Lin
 1.0247E+07  1.42422      Lin-Lin
 1.025E+07   1.42296      Lin-Lin
 1.02842E+07 1.40635      Lin-Lin
 1.03E+07    1.39864      Lin-Lin
 1.035E+07   1.3627       Lin-Lin
 1.0372E+07  1.34202      Lin-Lin
 1.03722E+07 1.34185      Lin-Lin
 1.04E+07    1.31749      Lin-Lin
 1.04292E+07 1.30273      Lin-Lin
 1.045E+07   1.29225      Lin-Lin
 1.0465E+07  1.28627      Lin-Lin
 1.05E+07    1.27481      Lin-Lin
 1.05275E+07 1.26725      Lin-Lin
 1.0528E+07  1.26711      Lin-Lin
 1.055E+07   1.25912      Lin-Lin
 1.05602E+07 1.25355      Lin-Lin
 1.0563E+07  1.25215      Lin-Lin
 1.06E+07    1.22726      Lin-Lin
 1.06481E+07 1.21187      Lin-Lin
 1.065E+07   1.21127      Lin-Lin
 1.0667E+07  1.20964      Lin-Lin
 1.06671E+07 1.20964      Lin-Lin
 1.068E+07   1.21045      Lin-Lin
 1.069E+07   1.21474      Lin-Lin
 1.07E+07    1.22525      Lin-Lin
 1.071E+07   1.22724      Lin-Lin
 1.072E+07   1.20091      Lin-Lin
 1.073E+07   1.14444      Lin-Lin
 1.075E+07   1.1929       Lin-Lin
 1.076E+07   1.21221      Lin-Lin
 1.077E+07   1.22978      Lin-Lin
 1.078E+07   1.2452       Lin-Lin
 1.07984E+07 1.26902      Lin-Lin
 1.082E+07   1.29708      Lin-Lin
 1.083E+07   1.30886      Lin-Lin
 1.084E+07   1.31622      Lin-Lin
 1.085E+07   1.31957      Lin-Lin
 1.086E+07   1.31977      Lin-Lin
 1.087E+07   1.3177       Lin-Lin
 1.088E+07   1.31725      Lin-Lin
 1.09E+07    1.32326      Lin-Lin
 1.092E+07   1.33368      Lin-Lin
 1.093E+07   1.34703      Lin-Lin
 1.094E+07   1.37759      Lin-Lin
 1.095E+07   1.41904      Lin-Lin
 1.09507E+07 1.42234      Lin-Lin
 1.096E+07   1.46569      Lin-Lin
 1.097E+07   1.49549      Lin-Lin
 1.099E+07   1.50293      Lin-Lin
 1.1E+07     1.50897      Lin-Lin
 1.1009E+07  1.52026      Lin-Lin
 1.105E+07   1.57988      Lin-Lin
 1.11E+07    1.65626      Lin-Lin
 1.115E+07   1.70912      Lin-Lin
 1.11552E+07 1.70866      Lin-Lin
 1.12E+07    1.70465      Lin-Lin
 1.125E+07   1.67738      Lin-Lin
 1.13E+07    1.6498       Lin-Lin
 1.13126E+07 1.6452       Lin-Lin
 1.135E+07   1.63149      Lin-Lin
 1.14E+07    1.62845      Lin-Lin
 1.145E+07   1.66637      Lin-Lin
 1.14722E+07 1.68363      Lin-Lin
 1.15E+07    1.70529      Lin-Lin
 1.152E+07   1.71869      Lin-Lin
 1.155E+07   1.7339       Lin-Lin
 1.16E+07    1.7449       Lin-Lin
 1.1643E+07  1.73531      Lin-Lin
 1.1648E+07  1.73319      Lin-Lin
 1.165E+07   1.73248      Lin-Lin
 1.16622E+07 1.72741      Lin-Lin
 1.17E+07    1.71176      Lin-Lin
 1.175E+07   1.6992       Lin-Lin
 1.17787E+07 1.73492      Lin-Lin
 1.1779E+07  1.73529      Lin-Lin
 1.1797E+07  1.73945      Lin-Lin
 1.18E+07    1.73872      Lin-Lin
 1.18144E+07 1.72905      Lin-Lin
 1.18268E+07 1.72068      Lin-Lin
 1.185E+07   1.70503      Lin-Lin
 1.19E+07    1.67327      Lin-Lin
 1.195E+07   1.66542      Lin-Lin
 1.197E+07   1.66833      Lin-Lin
 1.19936E+07 1.65282      Lin-Lin
 1.2E+07     1.64864      Lin-Lin
 1.205E+07   1.59505      Lin-Lin
 1.211E+07   1.53334      Lin-Lin
 1.215E+07   1.49694      Lin-Lin
 1.2161E+07  1.48672      Lin-Lin
 1.21693E+07 1.48442      Lin-Lin
 1.22E+07    1.4759       Lin-Lin
 1.225E+07   1.49397      Lin-Lin
 1.23E+07    1.51156      Lin-Lin
 1.2333E+07  1.51991      Lin-Lin
 1.2341E+07  1.52127      Lin-Lin
 1.235E+07   1.5228       Lin-Lin
 1.245E+07   1.53196      Lin-Lin
 1.25E+07    1.53709      Lin-Lin
 1.255E+07   1.54127      Lin-Lin
 1.26E+07    1.54214      Lin-Lin
 1.26256E+07 1.53998      Lin-Lin
 1.265E+07   1.53792      Lin-Lin
 1.26764E+07 1.5373       Lin-Lin
 1.27E+07    1.53674      Lin-Lin
 1.275E+07   1.55677      Lin-Lin
 1.28285E+07 1.62331      Lin-Lin
 1.285E+07   1.64157      Lin-Lin
 1.28552E+07 1.6438       Lin-Lin
 1.28924E+07 1.65971      Lin-Lin
 1.29E+07    1.65891      Lin-Lin
 1.295E+07   1.62952      Lin-Lin
 1.3E+07     1.58343      Lin-Lin
 1.30313E+07 1.56686      Lin-Lin
 1.305E+07   1.55696      Lin-Lin
 1.31E+07    1.56185      Lin-Lin
 1.315E+07   1.57617      Lin-Lin
 1.31834E+07 1.57821      Lin-Lin
 1.32E+07    1.57923      Lin-Lin
 1.32247E+07 1.57628      Lin-Lin
 1.32341E+07 1.57541      Lin-Lin
 1.325E+07   1.57395      Lin-Lin
 1.33E+07    1.57124      Lin-Lin
 1.335E+07   1.57792      Lin-Lin
 1.33694E+07 1.58144      Lin-Lin
 1.34E+07    1.58698      Lin-Lin
 1.34208E+07 1.59174      Lin-Lin
 1.345E+07   1.5984       Lin-Lin
 1.35E+07    1.60973      Lin-Lin
 1.355E+07   1.6127       Lin-Lin
 1.362E+07   1.61641      Lin-Lin
 1.365E+07   1.62374      Lin-Lin
 1.36744E+07 1.63093      Lin-Lin
 1.36905E+07 1.63531      Lin-Lin
 1.373E+07   1.64607      Lin-Lin
 1.374E+07   1.64677      Lin-Lin
 1.375E+07   1.64205      Lin-Lin
 1.376E+07   1.6349       Lin-Lin
 1.377E+07   1.63067      Lin-Lin
 1.3785E+07  1.63466      Lin-Lin
 1.38E+07    1.6426       Lin-Lin
 1.381E+07   1.64542      Lin-Lin
 1.383E+07   1.63973      Lin-Lin
 1.385E+07   1.63213      Lin-Lin
 1.38836E+07 1.62272      Lin-Lin
 1.395E+07   1.60411      Lin-Lin
 1.4E+07     1.59202      Lin-Lin
 1.405E+07   1.58855      Lin-Lin
 1.41E+07    1.59297      Lin-Lin
 1.415E+07   1.59929      Lin-Lin
 1.41975E+07 1.60555      Lin-Lin
 1.425E+07   1.61247      Lin-Lin
 1.43496E+07 1.62679      Lin-Lin
 1.435E+07   1.62684      Lin-Lin
 1.43978E+07 1.63459      Lin-Lin
 1.44E+07    1.63494      Lin-Lin
 1.445E+07   1.64612      Lin-Lin
 1.45E+07    1.65836      Lin-Lin
 1.455E+07   1.67278      Lin-Lin
 1.465E+07   1.70332      Lin-Lin
 1.47046E+07 1.71933      Lin-Lin
 1.475E+07   1.73266      Lin-Lin
 1.485E+07   1.75967      Lin-Lin
 1.4912E+07  1.76234      Lin-Lin
 1.495E+07   1.76397      Lin-Lin
 1.5E+07     1.76487      Lin-Lin
#END
